pressure,temperature,vibration,volume_flow,Motor_power,cooler_condition
158.55,44.15,0.61,6.33,2496.54,20
158.55,44.11,0.61,6.33,2495.83,20
158.55,44.09,0.61,6.33,2496.74,20
158.55,44.1,0.61,6.33,2497.68,20
158.55,44.1,0.61,6.33,2495.46,20
158.56,44.1,0.61,6.33,2490.49,20
158.44,44.09,0.61,6.36,2489.71,20
158.45,44.11,0.61,6.36,2489.79,20
158.46,44.1,0.62,6.35,2490.08,20
158.45,44.07,0.62,6.35,2491.65,20
158.46,44.08,0.62,6.36,2491.45,20
158.46,44.1,0.63,6.37,2491.82,20
158.46,44.12,0.62,6.36,2493.96,20
158.45,44.12,0.62,6.36,2493.0,20
158.45,44.16,0.61,6.37,2492.58,20
158.46,44.15,0.62,6.37,2490.44,20
158.38,44.17,0.62,6.37,2489.33,20
158.38,44.18,0.61,6.37,2489.89,20
158.39,44.15,0.61,6.37,2491.75,20
158.38,44.13,0.61,6.37,2491.51,20
158.38,44.12,0.6,6.38,2493.64,20
158.41,44.15,0.61,6.37,2494.46,20
158.41,44.13,0.61,6.37,2494.55,20
158.38,44.11,0.61,6.37,2490.49,20
158.4,44.11,0.61,6.37,2490.83,20
158.39,44.12,0.61,6.37,2490.59,20
158.35,44.12,0.61,6.36,2490.79,20
158.38,44.13,0.62,6.37,2496.11,20
158.33,44.14,0.62,6.38,2496.42,20
158.35,44.13,0.62,6.37,2486.4,20
158.35,44.13,0.61,6.37,2484.16,20
158.32,44.11,0.61,6.37,2483.63,20
158.32,44.11,0.62,6.36,2483.99,20
158.32,44.11,0.61,6.36,2485.44,20
158.31,44.12,0.61,6.36,2485.64,20
158.3,44.13,0.61,6.36,2486.86,20
158.55,44.11,0.62,6.46,2477.36,20
158.77,44.11,0.61,6.42,2477.82,20
158.79,44.12,0.62,6.42,2479.02,20
158.8,44.11,0.62,6.43,2479.84,20
158.79,44.1,0.61,6.43,2479.98,20
158.81,44.11,0.61,6.43,2480.6,20
158.82,44.15,0.61,6.43,2481.44,20
158.81,44.14,0.62,6.44,2479.6,20
158.81,44.11,0.62,6.43,2472.9,20
158.84,44.08,0.62,6.43,2476.88,20
158.85,44.08,0.62,6.43,2478.63,20
158.73,44.05,0.62,6.46,2476.72,20
158.74,44.08,0.61,6.46,2479.19,20
158.72,44.09,0.61,6.46,2475.97,20
158.73,44.05,0.61,6.46,2476.08,20
158.73,44.05,0.61,6.46,2475.53,20
158.76,44.03,0.6,6.45,2475.64,20
158.75,44.04,0.61,6.46,2476.93,20
158.73,44.05,0.62,6.46,2477.31,20
158.75,44.06,0.61,6.46,2478.8,20
158.75,44.06,0.62,6.46,2479.88,20
158.71,44.05,0.62,6.47,2480.14,20
158.68,44.06,0.62,6.47,2480.42,20
158.66,44.09,0.62,6.48,2480.92,20
158.66,44.09,0.62,6.47,2479.29,20
158.68,44.09,0.62,6.48,2479.31,20
158.68,44.05,0.62,6.48,2479.29,20
158.67,44.08,0.62,6.48,2479.82,20
158.69,44.06,0.61,6.48,2478.58,20
158.71,44.08,0.61,6.47,2477.37,20
158.69,44.09,0.61,6.47,2478.53,20
158.66,44.1,0.61,6.47,2476.08,20
158.66,44.08,0.61,6.47,2474.12,20
158.65,44.08,0.6,6.47,2473.95,20
158.64,44.08,0.61,6.46,2474.43,20
158.64,44.09,0.61,6.47,2474.99,20
158.64,44.1,0.61,6.47,2475.56,20
158.64,44.08,0.61,6.47,2475.5,20
158.64,44.1,0.61,6.46,2474.59,20
158.6,44.13,0.62,6.46,2470.75,20
158.61,44.13,0.62,6.46,2474.67,20
158.99,44.13,0.61,6.67,2464.9,20
159.23,44.18,0.61,6.63,2470.17,20
159.21,44.21,0.61,6.63,2472.59,20
159.22,44.24,0.61,6.64,2470.01,20
159.24,44.26,0.6,6.63,2467.77,20
159.22,44.29,0.61,6.63,2466.62,20
159.23,44.28,0.61,6.62,2468.1,20
159.22,44.29,0.61,6.62,2468.24,20
159.21,44.32,0.62,6.63,2468.0,20
159.22,44.33,0.61,6.62,2468.02,20
159.2,44.32,0.62,6.64,2469.48,20
159.11,44.34,0.61,6.66,2467.31,20
159.1,44.35,0.62,6.66,2464.28,20
159.11,44.35,0.62,6.66,2464.7,20
159.11,44.34,0.61,6.66,2464.95,20
159.13,44.35,0.62,6.67,2463.19,20
159.12,44.34,0.62,6.66,2462.4,20
159.11,44.34,0.62,6.67,2460.72,20
159.12,44.31,0.61,6.67,2461.13,20
159.13,44.29,0.61,6.66,2460.63,20
159.1,44.32,0.61,6.66,2460.24,20
159.03,44.31,0.62,6.67,2457.72,20
159.06,44.3,0.61,6.67,2459.35,20
159.06,44.32,0.61,6.68,2463.19,20
159.05,44.32,0.6,6.67,2464.49,20
159.04,44.35,0.61,6.67,2463.76,20
159.03,44.35,0.6,6.67,2464.69,20
159.03,44.38,0.6,6.67,2465.68,20
159.03,44.38,0.6,6.67,2466.12,20
159.04,44.37,0.61,6.67,2466.06,20
159.04,44.38,0.6,6.68,2463.78,20
158.97,44.38,0.6,6.67,2463.83,20
158.99,44.39,0.6,6.67,2464.31,20
159.01,44.39,0.6,6.67,2464.45,20
158.99,44.37,0.61,6.67,2463.9,20
158.97,44.38,0.62,6.67,2458.63,20
158.98,44.39,0.61,6.67,2456.83,20
158.97,44.4,0.61,6.66,2457.33,20
159.0,44.36,0.61,6.66,2458.58,20
159.01,44.37,0.61,6.66,2460.07,20
159.01,44.35,0.59,6.67,2461.67,20
158.94,44.32,0.6,6.66,2468.58,20
159.0,44.32,0.6,6.66,2468.93,20
158.99,44.33,0.6,6.66,2468.52,20
158.99,44.33,0.61,6.66,2465.86,20
158.97,44.34,0.61,6.66,2462.61,20
158.99,44.33,0.61,6.66,2457.26,20
158.98,44.31,0.61,6.66,2456.44,20
158.98,44.31,0.6,6.66,2457.67,20
158.99,44.31,0.61,6.67,2461.99,20
158.99,44.3,0.61,6.66,2463.65,20
158.4,44.28,0.61,6.38,2492.5,20
158.59,44.16,0.61,6.33,2490.8,20
158.59,44.11,0.61,6.33,2490.56,20
158.61,44.07,0.62,6.33,2489.78,20
158.61,44.05,0.61,6.33,2489.37,20
158.59,44.03,0.61,6.33,2488.62,20
158.61,44.01,0.61,6.32,2489.01,20
158.6,44.02,0.61,6.32,2488.5,20
158.59,44.03,0.61,6.32,2488.64,20
158.6,44.02,0.6,6.32,2488.47,20
158.59,44.04,0.6,6.33,2486.61,20
158.52,44.05,0.61,6.36,2485.51,20
158.51,44.06,0.6,6.35,2484.96,20
158.51,44.06,0.61,6.36,2483.65,20
158.49,44.03,0.61,6.35,2484.06,20
158.47,44.02,0.61,6.36,2482.93,20
158.48,44.04,0.6,6.35,2483.36,20
158.5,44.07,0.61,6.34,2485.34,20
158.5,44.05,0.61,6.36,2481.5,20
158.51,44.05,0.62,6.34,2480.55,20
158.52,44.08,0.62,6.35,2485.22,20
158.47,44.11,0.62,6.36,2485.71,20
158.44,44.08,0.61,6.36,2481.32,20
158.45,44.05,0.62,6.36,2483.44,20
158.44,44.05,0.62,6.36,2481.4,20
158.46,44.0,0.62,6.36,2481.59,20
158.44,44.0,0.62,6.36,2482.91,20
158.46,44.03,0.62,6.36,2481.87,20
158.45,44.04,0.61,6.35,2483.3,20
158.46,44.02,0.62,6.37,2482.51,20
158.45,44.03,0.61,6.36,2480.43,20
158.41,44.05,0.62,6.36,2480.76,20
158.41,44.05,0.62,6.36,2480.46,20
158.4,44.06,0.61,6.37,2482.37,20
158.4,44.08,0.61,6.37,2482.15,20
158.36,44.07,0.61,6.36,2481.46,20
158.36,44.08,0.62,6.36,2480.21,20
158.37,44.07,0.62,6.36,2480.68,20
158.37,44.06,0.62,6.37,2481.22,20
158.36,44.08,0.61,6.36,2482.46,20
158.36,44.07,0.61,6.35,2480.93,20
158.61,44.08,0.62,6.45,2470.73,20
158.84,44.09,0.61,6.41,2471.62,20
158.85,44.09,0.61,6.41,2470.79,20
158.85,44.07,0.61,6.41,2472.32,20
158.82,44.09,0.61,6.42,2470.88,20
158.85,44.09,0.61,6.41,2470.55,20
158.87,44.08,0.61,6.41,2470.47,20
158.85,44.05,0.61,6.42,2470.08,20
158.86,44.04,0.61,6.42,2469.71,20
158.86,44.05,0.61,6.42,2467.92,20
158.88,44.06,0.62,6.42,2467.5,20
158.77,44.07,0.6,6.45,2468.28,20
158.77,44.08,0.6,6.45,2467.32,20
158.79,44.08,0.6,6.44,2467.53,20
158.75,44.09,0.62,6.45,2467.81,20
158.79,44.08,0.61,6.43,2469.21,20
158.77,44.05,0.62,6.43,2466.9,20
158.78,44.05,0.61,6.44,2467.83,20
158.79,44.09,0.61,6.44,2469.03,20
158.74,44.09,0.61,6.45,2467.23,20
158.77,44.07,0.62,6.44,2471.16,20
158.72,44.07,0.62,6.45,2471.28,20
158.71,44.07,0.61,6.45,2468.63,20
158.7,44.08,0.62,6.46,2470.21,20
158.69,44.09,0.61,6.46,2470.55,20
158.69,44.12,0.61,6.45,2471.19,20
158.7,44.14,0.62,6.46,2471.55,20
158.68,44.14,0.62,6.47,2470.32,20
158.7,44.16,0.61,6.46,2467.65,20
158.68,44.17,0.61,6.46,2466.91,20
158.68,44.18,0.61,6.47,2467.66,20
158.64,44.17,0.61,6.46,2467.76,20
158.65,44.16,0.61,6.46,2467.71,20
158.65,44.16,0.61,6.46,2467.84,20
158.66,44.16,0.61,6.45,2469.15,20
158.64,44.18,0.6,6.45,2466.53,20
158.66,44.2,0.6,6.45,2465.93,20
158.63,44.21,0.6,6.45,2465.4,20
158.64,44.22,0.61,6.45,2465.22,20
158.63,44.21,0.61,6.46,2467.63,20
158.64,44.23,0.62,6.45,2467.45,20
159.04,44.26,0.61,6.66,2458.11,20
159.25,44.28,0.61,6.62,2459.63,20
159.24,44.33,0.61,6.62,2457.47,20
159.24,44.38,0.61,6.62,2457.21,20
159.24,44.38,0.62,6.62,2459.26,20
159.24,44.38,0.61,6.62,2459.4,20
159.2,44.41,0.61,6.63,2458.77,20
159.2,44.43,0.61,6.62,2457.39,20
159.21,44.47,0.61,6.62,2457.6,20
159.23,44.5,0.6,6.62,2458.57,20
159.21,44.51,0.61,6.62,2457.4,20
159.09,44.51,0.62,6.65,2453.31,20
159.13,44.49,0.62,6.63,2453.68,20
159.12,44.53,0.61,6.62,2452.3,20
159.12,44.52,0.7,6.64,2466.67,20
159.13,44.46,0.61,6.65,2467.03,20
159.12,44.44,0.61,6.65,2466.69,20
159.13,44.48,0.6,6.64,2466.29,20
159.14,44.5,0.6,6.64,2467.08,20
159.14,44.52,0.6,6.64,2468.37,20
159.11,44.53,0.6,6.66,2467.78,20
159.07,44.52,0.61,6.66,2469.31,20
159.04,44.55,0.6,6.67,2470.62,20
159.05,44.56,0.59,6.66,2470.21,20
159.04,44.58,0.59,6.66,2469.13,20
159.03,44.59,0.6,6.67,2468.34,20
159.04,44.6,0.6,6.66,2468.46,20
159.04,44.62,0.6,6.66,2468.47,20
159.03,44.65,0.59,6.65,2469.14,20
159.04,44.64,0.6,6.67,2470.41,20
159.01,44.67,0.59,6.66,2468.61,20
159.0,44.7,0.6,6.66,2466.21,20
158.96,44.69,0.6,6.66,2465.49,20
158.97,44.69,0.59,6.66,2462.71,20
158.95,44.72,0.6,6.66,2460.07,20
158.96,44.75,0.6,6.66,2460.05,20
158.97,44.75,0.61,6.67,2457.96,20
158.97,44.77,0.6,6.66,2457.8,20
158.95,44.79,0.59,6.66,2458.93,20
158.96,44.79,0.6,6.66,2460.09,20
158.96,44.82,0.6,6.66,2460.67,20
159.01,44.67,0.62,6.66,2465.3,100
159.29,43.33,0.61,6.67,2476.71,100
159.55,41.87,0.61,6.67,2489.08,100
159.72,40.89,0.61,6.66,2497.68,100
159.87,40.12,0.6,6.68,2504.22,100
159.99,39.46,0.59,6.67,2514.34,100
160.1,38.9,0.59,6.67,2513.88,100
160.17,38.44,0.58,6.68,2518.24,100
160.28,38.05,0.58,6.69,2521.8,100
160.34,37.7,0.58,6.67,2522.14,100
160.4,37.43,0.57,6.67,2527.91,100
160.47,37.18,0.57,6.67,2530.43,100
160.51,36.95,0.57,6.69,2532.19,100
160.57,36.75,0.57,6.68,2534.38,100
160.6,36.6,0.57,6.67,2536.03,100
160.64,36.45,0.56,6.7,2539.38,100
160.68,36.32,0.57,6.68,2539.84,100
160.72,36.21,0.56,6.68,2541.07,100
160.74,36.13,0.56,6.7,2542.72,100
160.75,36.06,0.57,6.68,2542.14,100
160.78,35.98,0.56,6.69,2542.96,100
160.83,35.91,0.56,6.68,2543.83,100
160.84,35.87,0.56,6.68,2544.26,100
160.84,35.8,0.56,6.7,2546.36,100
160.87,35.75,0.56,6.7,2548.25,100
160.89,35.72,0.56,6.68,2547.73,100
160.92,35.69,0.56,6.69,2542.41,100
160.93,35.65,0.56,6.7,2543.04,100
160.95,35.61,0.57,6.68,2542.45,100
160.91,35.59,0.57,6.68,2541.45,100
160.94,35.56,0.56,6.68,2541.59,100
160.94,35.53,0.56,6.68,2541.51,100
160.96,35.53,0.56,6.68,2542.29,100
160.98,35.52,0.56,6.68,2542.8,100
160.96,35.5,0.56,6.69,2541.5,100
160.97,35.5,0.56,6.69,2541.16,100
160.97,35.49,0.56,6.68,2545.46,100
160.98,35.48,0.56,6.68,2544.65,100
160.99,35.48,0.56,6.69,2545.73,100
160.99,35.46,0.56,6.7,2545.0,100
161.0,35.45,0.56,6.68,2546.01,100
160.99,35.45,0.56,6.69,2545.66,100
160.98,35.44,0.56,6.68,2545.54,100
161.01,35.43,0.56,6.68,2545.86,100
160.98,35.44,0.56,6.69,2544.58,100
161.0,35.43,0.56,6.68,2543.64,100
160.98,35.43,0.56,6.7,2545.22,100
161.0,35.44,0.55,6.69,2545.97,100
161.01,35.43,0.56,6.7,2547.1,100
161.01,35.44,0.56,6.67,2545.56,100
161.0,35.43,0.56,6.68,2545.43,100
161.0,35.45,0.56,6.7,2545.17,100
160.99,35.45,0.55,6.69,2543.78,100
161.0,35.44,0.56,6.7,2543.61,100
161.0,35.44,0.57,6.69,2543.84,100
160.99,35.44,0.56,6.7,2544.73,100
161.02,35.43,0.56,6.69,2545.02,100
161.0,35.42,0.57,6.7,2541.96,100
161.0,35.41,0.56,6.69,2542.48,100
161.02,35.41,0.57,6.69,2539.42,100
161.03,35.41,0.56,6.68,2541.79,100
161.03,35.42,0.56,6.68,2543.01,100
161.04,35.41,0.56,6.69,2542.4,100
161.04,35.41,0.56,6.68,2540.11,100
161.03,35.4,0.56,6.7,2540.17,100
161.04,35.39,0.57,6.69,2541.84,100
161.02,35.39,0.57,6.68,2543.34,100
161.04,35.39,0.58,6.68,2542.86,100
161.03,35.4,0.57,6.68,2540.97,100
161.02,35.38,0.56,6.69,2540.71,100
161.02,35.41,0.56,6.7,2545.78,100
161.03,35.4,0.56,6.69,2546.69,100
161.04,35.4,0.57,6.68,2545.79,100
161.04,35.4,0.56,6.7,2543.77,100
161.03,35.4,0.56,6.7,2543.91,100
161.02,35.41,0.57,6.69,2544.22,100
161.03,35.42,0.56,6.68,2543.44,100
161.04,35.41,0.56,6.68,2544.03,100
161.03,35.41,0.56,6.69,2543.6,100
161.02,35.41,0.56,6.68,2543.86,100
161.02,35.41,0.56,6.7,2545.9,100
161.02,35.41,0.56,6.69,2544.18,100
161.02,35.42,0.56,6.7,2543.45,100
161.04,35.42,0.57,6.69,2544.88,100
161.03,35.43,0.56,6.69,2545.22,100
161.02,35.44,0.56,6.7,2544.82,100
161.03,35.44,0.56,6.68,2544.82,100
161.04,35.43,0.56,6.7,2544.09,100
161.02,35.44,0.56,6.69,2544.76,100
161.05,35.44,0.56,6.68,2544.8,100
161.01,35.44,0.56,6.69,2543.51,100
161.01,35.45,0.56,6.69,2544.97,100
161.03,35.47,0.56,6.68,2545.65,100
161.02,35.47,0.56,6.68,2544.21,100
161.01,35.47,0.56,6.69,2545.17,100
161.02,35.47,0.56,6.7,2547.03,100
161.03,35.48,0.56,6.68,2545.9,100
161.02,35.5,0.56,6.7,2545.6,100
161.04,35.5,0.57,6.69,2543.98,100
161.04,35.51,0.56,6.7,2543.39,100
161.01,35.52,0.56,6.7,2544.56,100
161.01,35.52,0.56,6.69,2545.34,100
161.0,35.52,0.56,6.7,2544.47,100
161.02,35.53,0.56,6.69,2544.66,100
161.03,35.53,0.57,6.68,2545.2,100
161.02,35.53,0.57,6.69,2542.67,100
161.02,35.55,0.56,6.69,2544.02,100
161.0,35.55,0.56,6.67,2544.2,100
161.01,35.56,0.56,6.7,2541.92,100
161.03,35.55,0.56,6.7,2541.64,100
161.03,35.55,0.56,6.69,2542.01,100
161.03,35.54,0.56,6.69,2541.3,100
161.03,35.54,0.56,6.68,2541.09,100
161.02,35.55,0.57,6.69,2542.2,100
161.02,35.54,0.56,6.68,2542.78,100
161.04,35.54,0.57,6.7,2541.16,100
161.03,35.54,0.57,6.68,2542.93,100
161.03,35.54,0.57,6.68,2542.01,100
161.01,35.54,0.56,6.69,2540.39,100
160.99,35.54,0.56,6.68,2540.36,100
161.01,35.53,0.56,6.68,2540.1,100
161.01,35.53,0.56,6.7,2539.9,100
161.01,35.53,0.55,6.68,2540.42,100
161.02,35.52,0.55,6.69,2541.68,100
161.03,35.51,0.56,6.7,2541.29,100
161.02,35.5,0.56,6.69,2542.31,100
161.03,35.5,0.56,6.68,2541.88,100
161.02,35.49,0.56,6.7,2540.37,100
161.03,35.48,0.56,6.68,2540.88,100
161.02,35.48,0.56,6.7,2540.83,100
161.05,35.48,0.56,6.68,2540.38,100
161.04,35.48,0.56,6.69,2540.41,100
161.03,35.47,0.56,6.68,2540.65,100
161.03,35.48,0.56,6.7,2541.04,100
161.04,35.47,0.56,6.69,2543.89,100
161.03,35.48,0.56,6.68,2547.27,100
161.02,35.48,0.56,6.7,2544.23,100
161.01,35.49,0.55,6.68,2543.06,100
161.01,35.48,0.55,6.69,2543.59,100
161.02,35.47,0.55,6.69,2544.13,100
161.03,35.47,0.56,6.69,2544.6,100
161.02,35.48,0.55,6.7,2544.9,100
161.04,35.48,0.55,6.71,2546.75,100
161.06,35.47,0.55,6.7,2547.86,100
161.06,35.47,0.57,6.69,2548.71,100
161.04,35.48,0.56,6.7,2548.18,100
161.06,35.47,0.56,6.68,2548.36,100
161.04,35.47,0.55,6.69,2548.94,100
161.03,35.48,0.56,6.69,2547.93,100
161.04,35.48,0.56,6.68,2547.07,100
161.04,35.47,0.56,6.68,2549.51,100
161.05,35.46,0.56,6.7,2549.88,100
161.07,35.47,0.56,6.69,2548.12,100
161.05,35.46,0.56,6.7,2549.27,100
161.03,35.46,0.55,6.69,2548.51,100
161.06,35.45,0.55,6.69,2543.01,100
161.07,35.45,0.56,6.69,2545.16,100
161.05,35.46,0.55,6.69,2543.86,100
161.05,35.45,0.56,6.69,2543.85,100
161.03,35.44,0.56,6.69,2544.01,100
161.03,35.44,0.56,6.7,2545.37,100
161.04,35.44,0.55,6.68,2544.57,100
161.04,35.43,0.56,6.68,2544.5,100
161.03,35.43,0.55,6.69,2543.04,100
161.04,35.44,0.55,6.7,2543.87,100
161.04,35.43,0.55,6.69,2547.35,100
161.04,35.42,0.55,6.69,2547.86,100
161.06,35.42,0.55,6.7,2547.45,100
161.03,35.41,0.54,6.69,2547.77,100
161.05,35.4,0.54,6.7,2549.07,100
161.05,35.41,0.54,6.68,2549.73,100
161.05,35.41,0.55,6.69,2548.59,100
161.04,35.4,0.55,6.69,2547.35,100
161.06,35.42,0.54,6.69,2548.37,100
161.06,35.42,0.55,6.69,2547.47,100
161.06,35.42,0.55,6.68,2547.8,100
161.06,35.43,0.55,6.7,2545.87,100
161.05,35.42,0.55,6.7,2547.75,100
161.06,35.42,0.55,6.69,2549.3,100
161.05,35.43,0.56,6.7,2548.84,100
161.06,35.43,0.55,6.7,2550.0,100
161.05,35.44,0.55,6.69,2547.79,100
161.05,35.44,0.55,6.7,2547.73,100
161.03,35.45,0.56,6.7,2543.82,100
161.04,35.46,0.56,6.7,2543.81,100
161.03,35.48,0.55,6.7,2544.41,100
161.03,35.5,0.56,6.7,2545.07,100
161.04,35.51,0.55,6.7,2544.63,100
161.04,35.51,0.56,6.69,2542.19,100
161.05,35.51,0.56,6.69,2542.09,100
161.04,35.52,0.56,6.68,2542.71,100
161.05,35.53,0.56,6.68,2540.64,100
161.05,35.53,0.56,6.7,2541.33,100
161.04,35.54,0.55,6.68,2541.59,100
161.05,35.54,0.55,6.7,2541.36,100
161.03,35.54,0.55,6.7,2543.02,100
161.04,35.54,0.55,6.68,2545.9,100
161.03,35.55,0.54,6.69,2545.56,100
161.02,35.55,0.54,6.68,2545.04,100
161.02,35.57,0.54,6.69,2546.8,100
161.16,35.54,0.54,6.7,2555.56,100
161.18,35.56,0.54,6.7,2551.3,100
161.16,35.57,0.55,6.69,2548.8,100
161.14,35.58,0.54,6.71,2552.35,100
161.16,35.59,0.55,6.71,2550.89,100
161.17,35.6,0.55,6.71,2550.3,100
161.15,35.59,0.55,6.72,2550.23,100
161.15,35.61,0.55,6.7,2549.71,100
161.16,35.62,0.55,6.72,2549.26,100
161.13,35.65,0.55,6.71,2551.58,100
160.48,35.63,0.55,6.45,2578.01,100
160.71,35.6,0.55,6.39,2579.74,100
160.71,35.59,0.55,6.4,2577.75,100
160.71,35.57,0.54,6.4,2577.59,100
160.68,35.58,0.55,6.4,2577.95,100
160.7,35.57,0.54,6.39,2578.33,100
160.7,35.58,0.55,6.39,2578.44,100
160.7,35.62,0.56,6.39,2577.22,100
160.7,35.63,0.55,6.39,2579.29,100
160.67,35.64,0.55,6.39,2582.47,100
160.67,35.65,0.55,6.39,2579.52,100
160.56,35.65,0.55,6.42,2579.8,100
160.57,35.67,0.55,6.42,2578.38,100
160.58,35.66,0.55,6.42,2577.61,100
160.6,35.66,0.55,6.42,2579.87,100
160.58,35.66,0.54,6.42,2578.41,100
160.58,35.66,0.55,6.42,2579.21,100
160.58,35.67,0.54,6.42,2578.68,100
160.55,35.67,0.54,6.41,2579.91,100
160.57,35.68,0.55,6.41,2577.13,100
160.56,35.68,0.55,6.42,2577.81,100
160.51,35.69,0.54,6.43,2579.29,100
160.49,35.69,0.54,6.43,2579.49,100
160.49,35.69,0.54,6.43,2578.33,100
160.51,35.71,0.54,6.43,2578.8,100
160.5,35.71,0.54,6.43,2577.75,100
160.5,35.7,0.53,6.43,2576.7,100
160.49,35.7,0.54,6.43,2575.1,100
160.48,35.71,0.54,6.42,2573.86,100
160.49,35.71,0.54,6.43,2576.84,100
160.51,35.71,0.53,6.43,2580.28,100
160.45,35.72,0.54,6.44,2581.37,100
160.43,35.72,0.53,6.43,2580.62,100
160.43,35.74,0.53,6.43,2580.14,100
160.44,35.74,0.53,6.43,2576.88,100
160.43,35.74,0.54,6.42,2572.74,100
160.45,35.74,0.53,6.43,2575.15,100
160.45,35.75,0.54,6.43,2575.35,100
160.46,35.75,0.54,6.44,2575.09,100
160.44,35.76,0.54,6.43,2574.9,100
160.43,35.78,0.54,6.43,2574.8,100
160.67,35.79,0.54,6.53,2564.4,100
160.92,35.8,0.54,6.48,2569.77,100
160.92,35.81,0.53,6.48,2567.65,100
160.92,35.83,0.53,6.49,2569.27,100
160.9,35.85,0.53,6.49,2571.17,100
160.91,35.86,0.54,6.48,2570.47,100
160.89,35.87,0.54,6.49,2567.73,100
160.91,35.88,0.54,6.48,2564.99,100
160.89,35.89,0.53,6.49,2566.17,100
160.91,35.89,0.64,6.48,2568.57,100
160.93,35.86,0.53,6.49,2569.22,100
160.8,35.87,0.53,6.51,2568.77,100
160.8,35.87,0.54,6.51,2555.2,100
160.79,35.88,0.54,6.5,2553.89,100
160.79,35.89,0.53,6.51,2554.6,100
160.78,35.9,0.54,6.51,2554.01,100
160.77,35.9,0.54,6.5,2553.74,100
160.78,35.91,0.55,6.51,2552.63,100
160.77,35.91,0.54,6.51,2552.13,100
160.78,35.92,0.55,6.51,2553.73,100
160.79,35.94,0.54,6.51,2553.87,100
160.72,35.94,0.54,6.53,2551.25,100
160.7,35.95,0.55,6.53,2552.06,100
160.66,35.94,0.55,6.53,2550.61,100
160.69,35.94,0.54,6.52,2550.9,100
160.69,35.94,0.54,6.52,2550.55,100
160.68,35.96,0.54,6.52,2550.52,100
160.68,35.96,0.55,6.52,2550.78,100
160.68,35.97,0.54,6.52,2550.21,100
160.69,35.96,0.55,6.52,2551.26,100
160.7,35.97,0.55,6.52,2551.43,100
160.63,35.96,0.55,6.53,2550.93,100
160.65,35.97,0.55,6.53,2551.79,100
160.66,35.98,0.55,6.54,2554.03,100
160.65,35.97,0.55,6.52,2551.46,100
160.62,35.99,0.55,6.51,2547.9,100
160.62,35.98,0.55,6.52,2550.03,100
160.62,35.99,0.56,6.53,2549.84,100
160.61,35.98,0.55,6.52,2549.52,100
160.62,36.01,0.55,6.53,2548.89,100
160.65,36.01,0.55,6.52,2550.28,100
161.03,36.03,0.55,6.71,2540.36,100
161.27,36.03,0.54,6.67,2541.65,100
161.28,36.05,0.56,6.66,2539.28,100
161.27,36.08,0.55,6.66,2538.19,100
161.27,36.09,0.55,6.66,2537.93,100
161.26,36.11,0.55,6.67,2537.69,100
161.26,36.12,0.55,6.66,2536.9,100
161.27,36.12,0.56,6.67,2536.99,100
161.27,36.12,0.54,6.66,2538.9,100
161.26,36.14,0.55,6.67,2538.78,100
161.27,36.15,0.56,6.66,2539.63,100
161.17,36.17,0.55,6.7,2537.54,100
161.15,36.16,0.55,6.69,2536.7,100
161.16,36.17,0.55,6.7,2536.43,100
161.18,36.18,0.56,6.7,2535.33,100
161.16,36.18,0.56,6.69,2534.45,100
161.18,36.19,0.55,6.69,2535.41,100
161.18,36.19,0.55,6.69,2537.55,100
161.17,36.19,0.55,6.69,2540.12,100
161.17,36.21,0.55,6.69,2542.29,100
161.14,36.2,0.55,6.69,2544.11,100
161.06,36.23,0.54,6.71,2542.3,100
161.08,36.23,0.55,6.71,2542.72,100
161.07,36.24,0.55,6.71,2540.28,100
161.06,36.24,0.55,6.71,2537.94,100
161.06,36.23,0.55,6.71,2538.44,100
161.04,36.23,0.56,6.71,2538.86,100
161.06,36.24,0.55,6.71,2537.15,100
161.06,36.23,0.54,6.71,2538.27,100
161.05,36.21,0.55,6.7,2537.71,100
161.06,36.24,0.55,6.71,2538.38,100
161.01,36.26,0.55,6.7,2539.07,100
161.01,36.26,0.56,6.72,2536.77,100
161.0,36.26,0.55,6.71,2533.85,100
161.0,36.26,0.55,6.71,2532.31,100
161.0,36.27,0.56,6.72,2531.44,100
160.98,36.29,0.55,6.69,2531.4,100
161.0,36.3,0.56,6.7,2530.35,100
160.99,36.31,0.56,6.71,2531.13,100
161.01,36.3,0.55,6.7,2535.17,100
161.01,36.31,0.55,6.71,2536.42,100
160.86,36.26,0.54,6.71,2538.8,100
160.91,36.27,0.54,6.7,2537.99,100
160.89,36.28,0.55,6.69,2535.23,100
160.91,36.28,0.55,6.69,2532.99,100
160.9,36.28,0.55,6.7,2532.94,100
160.88,36.3,0.55,6.69,2535.33,100
160.91,36.29,0.55,6.69,2535.31,100
160.91,36.29,0.54,6.7,2536.99,100
160.91,36.3,0.55,6.69,2537.9,100
160.89,36.32,0.54,6.7,2536.76,100
160.26,36.3,0.54,6.43,2561.44,100
160.43,36.26,0.55,6.39,2564.14,100
160.45,36.24,0.54,6.38,2563.95,100
160.45,36.21,0.55,6.38,2564.46,100
160.45,36.19,0.55,6.38,2561.48,100
160.44,36.19,0.55,6.38,2560.5,100
160.45,36.19,0.55,6.37,2560.48,100
160.46,36.19,0.55,6.37,2560.0,100
160.45,36.19,0.55,6.38,2560.24,100
160.43,36.19,0.55,6.38,2560.04,100
160.45,36.22,0.54,6.38,2560.17,100
160.34,36.23,0.54,6.4,2558.83,100
160.32,36.23,0.55,6.41,2558.59,100
